"country","year","region","tb_rate_prison","cases_prison","prison_pop","c_newinc","c_newinc_100k","e_pop_num","inc_pop","inc_rate","occupancy","occupancy_year","inc_pop_spline","inc_rate_spline","cases_prison_spline"
"Guatemala",2007,"Central America",NA,NA,NA,3140,23,13700326,NA,NA,3.72,2019,7467.14399606768,0.000545034037589155,42.4761904761905
"Guatemala",2008,"Central America",NA,NA,NA,3246,23,14006420,8158,60,3.72,2019,8158,0.000582447192073349,46.8571428571428
"Guatemala",2009,"Central America",NA,NA,NA,2902,20,14316251,NA,NA,3.72,2019,9446.69039088278,0.000659857835049328,51.2380952380952
"Guatemala",2010,"Central America",NA,NA,NA,3322,23,14630420,11148,78,3.72,2019,11148,0.000761974023985641,55.6190476190476
"Guatemala",2011,"Central America",418.789697773435,60,14327,3040,20,14948792,NA,NA,3.72,2019,13062.0944404044,0.000873789296178872,60
"Guatemala",2012,"Central America",NA,NA,NA,3442,23,15270774,15013,100,3.72,2019,15013,0.000983119781616832,64.7361111111111
"Guatemala",2013,"Central America",NA,NA,NA,3311,21,15595821,NA,NA,3.72,2019,16840.6818474971,0.00107982015486694,71.6031746031746
"Guatemala",2014,"Central America",NA,NA,NA,3163,20,15923238,18425,115,3.72,2019,18425,0.00115711389856762,82.7321428571429
"Guatemala",2015,"Central America",NA,NA,NA,3325,20,16252425,NA,NA,3.72,2019,19731.8031695951,0.00121408363180234,100.253968253968
"Guatemala",2016,"Central America",NA,NA,NA,3223,19,16583079,21031,125,3.72,2019,21031,0.00126822045532075,126.299603174603
"Guatemala",2017,"Central America",708.202989224887,163,23016,3445,20,16914979,NA,NA,3.72,2019,22582.6054741238,0.00133506553417085,163
"Guatemala",2018,"Central America",864.090852981113,210,24303,3568,21,17247855,24303,140,3.72,2019,24303,0.00140904477687225,210
"Guyana",2000,"South America",800,16,2000,422,57,746718,NA,NA,1.375,2020,1765.91523424666,0.00236490245882202,16
"Guyana",2001,"South America",900,18,2000,422,57,745206,1507,205,1.375,2020,1507,0.00202225961680394,18
"Guyana",2002,"South America",1250,25,2000,590,79,744789,1275,173,1.375,2020,1275,0.00171189424118777,25
"Guyana",2003,"South America",1950,39,2000,631,85,745142,NA,NA,1.375,2020,1182.477269666,0.00158691533917831,39
"Guyana",2004,"South America",550,11,2000,603,81,745737,1280,172,1.375,2020,1280,0.00171642281394111,11
"Guyana",2005,"South America",800,16,2000,639,86,746156,NA,NA,1.375,2020,1558.70069749049,0.0020889742861955,16
"Guyana",2006,"South America",1200,24,2000,710,95,746335,1861,248,1.375,2020,1861,0.0024935183262208,24
"Guyana",2007,"South America",1300,26,2000,594,80,746477,NA,NA,1.375,2020,2037.09494037196,0.00272894535313474,26
"Guyana",2008,"South America",1200,24,2000,653,87,746815,2117,281,1.375,2020,2117,0.00283470471267985,24
"Guyana",2009,"South America",700,14,2000,763,102,747718,NA,NA,1.375,2020,2159.66954102129,0.00288834766719711,14
"Guyana",2010,"South America",700,14,2000,712,95,749430,2160,286,1.375,2020,2160,0.00288219046475321,14
"Guyana",2011,"South America",1050,21,2000,710,94,752029,NA,NA,1.375,2020,2107.22689554294,0.0028020553669379,21
"Guyana",2012,"South America",2150,43,2000,748,99,755388,2032,268,1.375,2020,2032,0.00269000831360837,43
"Guyana",2013,"South America",1150,23,2000,679,89,759281,NA,NA,1.375,2020,1973.92287680685,0.00259972642118906,23
"Guyana",2014,"South America",600,12,2000,545,71,763371,1967,257,1.375,2020,1967,0.00257672874657277,12
"Guyana",2015,"South America",500,10,2000,571,74,767433,NA,NA,1.375,2020,2028.33159722988,0.0026430080505137,10
"Guyana",2016,"South America",500,10,2000,577,75,771363,2113,274,1.375,2020,2113,0.00273930691516186,10
"Guyana",2017,"South America",450,9,2000,524,68,775218,NA,NA,1.375,2020,2173.75073427366,0.00280405090474378,9
"Guyana",2018,"South America",400,8,2000,516,66,779007,2216,284,1.375,2020,2216,0.00284464709559734,8
"Honduras",2000,"Central America",NA,NA,NA,6406,97,6574510,11500,184,2.04,2019,11500,0.00174917978678259,0
"Honduras",2001,"Central America",NA,NA,NA,5048,75,6751912,NA,NA,2.04,2019,11361.2952230486,0.00168267821367468,0
"Honduras",2002,"Central America",NA,NA,NA,4485,65,6929267,11502,176,2.04,2019,11502,0.00165991583236726,4.49215466320722
"Honduras",2003,"Central America",NA,NA,NA,4051,57,7106323,NA,NA,2.04,2019,11147.3566293981,0.0015686532443569,17.5704172886888
"Honduras",2004,"Central America",NA,NA,NA,3594,49,7282953,10931,160,2.04,2019,10931,0.00150090217525776,30.6486799141704
"Honduras",2005,"Central America",NA,NA,NA,3333,45,7458982,NA,NA,2.04,2019,11035.4900580577,0.00147949010442145,43.7269425396519
"Honduras",2006,"Central America",NA,NA,NA,3197,42,7634295,11178,159,2.04,2019,11178,0.00146418235082611,56.8052051651335
"Honduras",2007,"Central America",685.975609756098,72,10496,2772,35,7808520,NA,NA,2.04,2019,11151.2241239717,0.00142808421108887,72
"Honduras",2008,"Central America",704.963322854149,74,10497,2829,35,7980955,11390,154,2.04,2019,11390,0.00142714750302439,74
"Honduras",2009,"Central America",800,104,13000,2924,36,8150780,NA,NA,2.04,2019,11618.4430727428,0.00142543941472384,104
"Honduras",2010,"Central America",730.825448111393,95,12999,2876,35,8317467,11846,154,2.04,2019,11846,0.00142423168014974,95
"Honduras",2011,"Central America",1091.97170101507,142,13004,3233,38,8480670,NA,NA,2.04,2019,12609.0111865148,0.00148679422575278,142
"Honduras",2012,"Central America",919.982884039367,129,14022,3014,35,8640692,12095,152,2.04,2019,12095,0.0013997721478789,129
"Honduras",2013,"Central America",961.464502730559,125,13001,2981,34,8798524,NA,NA,2.04,2019,14241.9751036032,0.0016186777581789,125
"Honduras",2014,"Central America",1168.96100899792,152,13003,2789,31,8955579,16331,196,2.04,2019,16331,0.00182355602021935,152
"Honduras",2015,"Central America",581.25,93,16000,2906,32,9112904,NA,NA,2.04,2019,16228.8968015969,0.00178086994020752,93
"Honduras",2016,"Central America",988.910483594375,173,17494,2886,31,9270794,17253,200,2.04,2019,17253,0.00186100564849138,173
"Honduras",2017,"Central America",1151.9805982215,228,19792,2798,30,9429016,NA,NA,2.04,2019,18236.2487136049,0.00193405639714737,228
"Honduras",2018,"Central America",1141.87017224008,238,20843,2838,30,9587523,NA,NA,2.04,2019,19240.0632067402,0.0020067814394542,238
"Nicaragua",2000,"Central America",NA,NA,NA,2402,47,5069310,6539,128,1.776,2018,6539,0.00128991914086927,178.407567363674
"Nicaragua",2001,"Central America",NA,NA,NA,2447,48,5145367,NA,NA,1.776,2018,6658.2094008856,0.00129402031009364,167.592741123411
"Nicaragua",2002,"Central America",NA,NA,NA,2092,40,5219324,6885,131,1.776,2018,6885,0.00131913634792552,156.777914883149
"Nicaragua",2003,"Central America",NA,NA,NA,2283,43,5292115,NA,NA,1.776,2018,6495.33086538686,0.00122736011318478,145.963088642886
"Nicaragua",2004,"Central America",NA,NA,NA,2220,41,5364930,6233,116,1.776,2018,6233,0.00116180453426233,135.148262402624
"Nicaragua",2005,"Central America",NA,NA,NA,1907,35,5438692,NA,NA,1.776,2018,6244.28356499343,0.00114812229944138,124.333436162361
"Nicaragua",2006,"Central America",NA,NA,NA,1997,36,5513757,6103,110,1.776,2018,6103,0.00110686778543197,113.518609922099
"Nicaragua",2007,"Central America",NA,NA,NA,2303,41,5590066,NA,NA,1.776,2018,6293.68152220146,0.00112586891142277,102.703783681836
"Nicaragua",2008,"Central America",NA,NA,NA,2336,41,5667436,6803,120,1.776,2018,6803,0.00120036644436744,91.888957441574
"Nicaragua",2009,"Central America",NA,NA,NA,2283,40,5745538,NA,NA,1.776,2018,6633.99607522927,0.00115463444419465,81.0741312013115
"Nicaragua",2010,"Central America",NA,NA,NA,2448,42,5824058,6500,113,1.776,2018,6500,0.00111606031395979,70.2593049610491
"Nicaragua",2011,"Central America",NA,NA,NA,2693,46,5903035,NA,NA,1.776,2018,7690.38496366767,0.0013027849171939,59.4444787207866
"Nicaragua",2012,"Central America",NA,NA,NA,2790,47,5982530,9168,155,1.776,2018,9168,0.00153246201857742,48.6296524805241
"Nicaragua",2013,"Central America",NA,NA,NA,2742,45,6062462,NA,NA,1.776,2018,9641.25830896991,0.00159032061709746,37.8148262402617
"Nicaragua",2014,"Central America",255.464093102469,27,10569,2632,43,6142734,10569,175,1.776,2018,10569,0.00172056937513492,27
"Nicaragua",2015,"Central America",217.617560790993,23,10569,2465,40,6223234,NA,NA,1.776,2018,12786.3671061,0.00205461776081375,23
"Nicaragua",2016,"Central America",306.64395229983,45,14675,2339,37,6303970,14675,238,1.776,2018,14675,0.002327898134033,45
"Nicaragua",2017,"Central America",372.179576645732,64,17196,2255,35,6384843,NA,NA,1.776,2018,17662.0976925423,0.00276625403201649,64
"Nicaragua",2018,"Central America",372.179576645732,64,17196,2109,33,6465502,20918,332,1.776,2018,20918,0.00323532496007271,64
"Panama",2000,"Central America",NA,NA,NA,1169,39,3030333,8652,283,1.222,2020,8652,0.00285513176274687,0
"Panama",2001,"Central America",NA,NA,NA,1718,56,3089641,NA,NA,1.222,2020,9623.24919681718,0.00311468199600445,0
"Panama",2002,"Central America",NA,NA,NA,1577,50,3149195,10423,328,1.222,2020,10423,0.00330973470998144,0
"Panama",2003,"Central America",NA,NA,NA,1620,50,3209056,NA,NA,1.222,2020,10926.962379847,0.00340503948196822,0
"Panama",2004,"Central America",NA,NA,NA,1701,52,3269356,11400,345,1.222,2020,11400,0.00348692525378087,0
"Panama",2005,"Central America",NA,NA,NA,1637,49,3330222,NA,NA,1.222,2020,11268.829509252,0.00338380729850802,0
"Panama",2006,"Central America",NA,NA,NA,1636,48,3391673,11575,338,1.222,2020,11575,0.00341277004003629,0
"Panama",2007,"Central America",NA,NA,NA,1596,46,3453671,NA,NA,1.222,2020,10731.2413647193,0.00310719850406114,0
"Panama",2008,"Central America",NA,NA,NA,1635,46,3516204,9651,272,1.222,2020,9651,0.00274472129603402,7.85029953457736
"Panama",2009,"Central America",NA,NA,NA,1535,43,3579215,NA,NA,1.222,2020,11181.2219987051,0.00312393136447659,19.1556884887169
"Panama",2010,"Central America",309.119010819165,38,12293,1541,42,3642691,12293,336,1.222,2020,12293,0.00337470293252982,38
"Panama",2011,"Central America",NA,NA,NA,1632,44,3706479,NA,NA,1.222,2020,13131.5884411157,0.00354287409725395,41.7664664281472
"Panama",2012,"Central America",297.207630633121,43,14468,1520,40,3770635,14468,380,1.222,2020,14468,0.003837019494064,43
"Panama",2013,"Central America",NA,NA,NA,1449,38,3835447,NA,NA,1.222,2020,14906.3100710927,0.0038864596671764,64.3772451094604
"Panama",2014,"Central America",368.227248816412,56,15208,1457,37,3901311,15208,388,1.222,2020,15208,0.00389817679236544,56
"Panama",2015,"Central America",703.847300924545,118,16765,1646,41,3968490,NA,NA,1.222,2020,16227.8095948861,0.00408916479438934,118
"Panama",2016,"Central America",489.485134155185,81,16548,1810,45,4037073,17165,423,1.222,2020,17165,0.00425184285743656,81
"Panama",2017,"Central America",804.704425874342,130,16155,1874,46,4106764,NA,NA,1.222,2020,16832.2671450918,0.00409866920648271,130
"Panama",2018,"Central America",658.172815651229,109,16561,1723,41,4176868,16561,395,1.222,2020,16561,0.00396493257627486,109
"Paraguay",2000,"South America",NA,NA,NA,1950,37,5323202,3219,60,1.431,2017,3219,0.000604711224559955,128.960627575272
"Paraguay",2001,"South America",NA,NA,NA,2073,38,5428442,NA,NA,1.431,2017,3871.9419073172,0.000713269462456668,136.401614357509
"Paraguay",2002,"South America",NA,NA,NA,2107,38,5531958,4621,83,1.431,2017,4621,0.000835328106250987,143.842601139747
"Paraguay",2003,"South America",NA,NA,NA,2294,41,5632983,NA,NA,1.431,2017,5476.26260498594,0.000972178081308952,151.283587921985
"Paraguay",2004,"South America",NA,NA,NA,2331,41,5730556,6101,106,1.431,2017,6101,0.00106464364016336,158.724574704222
"Paraguay",2005,"South America",NA,NA,NA,2163,37,5824095,NA,NA,1.431,2017,6205.7576727369,0.00106553167019715,166.16556148646
"Paraguay",2006,"South America",NA,NA,NA,2450,41,5913212,6037,102,1.431,2017,6037,0.00102093413867117,173.606548268698
"Paraguay",2007,"South America",NA,NA,NA,2268,38,5998430,NA,NA,1.431,2017,5908.45670406341,0.000985000525814823,181.047535050935
"Paraguay",2008,"South America",NA,NA,NA,2230,37,6081296,5867,96,1.431,2017,5867,0.000964761458741689,188.488521833173
"Paraguay",2009,"South America",NA,NA,NA,2351,38,6163970,NA,NA,1.431,2017,5921.66551101099,0.000960690190090314,195.929508615411
"Paraguay",2010,"South America",NA,NA,NA,2286,37,6248017,6197,99,1.431,2017,6197,0.000991834689310224,203.370495397648
"Paraguay",2011,"South America",NA,NA,NA,2366,37,6333981,NA,NA,1.431,2017,6833.00625189223,0.00107878540398088,210.811482179886
"Paraguay",2012,"South America",2892.87518948964,229,7916,2421,38,6421510,7916,123,1.431,2017,7916,0.00123273186524665,229
"Paraguay",2013,"South America",NA,NA,NA,2260,35,6510273,NA,NA,1.431,2017,9423.18448142496,0.00144743307714207,226.659260594856
"Paraguay",2014,"South America",2100.64846104667,230,10949,2248,34,6599524,10949,167,1.431,2017,10949,0.00165905904728887,230
"Paraguay",2015,"South America",2101.5625,269,12800,2353,35,6688746,NA,NA,1.431,2017,12102.613589804,0.00180939948830527,269
"Paraguay",2016,"South America",2099.93868792152,274,13048,2438,36,6777878,NA,NA,1.431,2017,12934.8621391735,0.00190839406362486,274
"Paraguay",2017,"South America",2737.23952661003,377,13773,2579,38,6867058,13607,199,1.431,2017,13607,0.00198148901611141,377
"Paraguay",2018,"South America",2720.99541942982,398,14627,2589,37,6956069,NA,NA,1.431,2017,14252.8339671871,0.00204897823284777,398
"Peru",2000,"South America",NA,NA,NA,38661,146,26459944,27734,107,2.413,2020,27734,0.0010481503664558,2670.50067337144
"Peru",2001,"South America",NA,NA,NA,37197,139,26799289,NA,NA,2.413,2020,27351.6693446106,0.0010206117537152,2496.05060603428
"Peru",2002,"South America",NA,NA,NA,36092,133,27100964,27417,103,2.413,2020,27417,0.00101166143019857,2321.60053869711
"Peru",2003,"South America",NA,NA,NA,32064,117,27372217,NA,NA,2.413,2020,29893.9725030067,0.00109212828843958,2147.15047135995
"Peru",2004,"South America",NA,NA,NA,33414,121,27624226,31311,114,2.413,2020,31311,0.00113346162169394,1972.70040402278
"Peru",2005,"South America",NA,NA,NA,33747,121,27866140,NA,NA,2.413,2020,33586.6410744837,0.00120528501882513,1798.25033668562
"Peru",2006,"South America",NA,NA,NA,34311,122,28102055,35835,128,2.413,2020,35835,0.00127517364833284,1623.80026934846
"Peru",2007,"South America",NA,NA,NA,32407,114,28333050,NA,NA,2.413,2020,38581.3756380252,0.00136170922784611,1449.35020201129
"Peru",2008,"South America",NA,NA,NA,32193,113,28562321,43286,151,2.413,2020,43286,0.00151549308615361,1274.90013467413
"Peru",2009,"South America",NA,NA,NA,31844,111,28792663,NA,NA,2.413,2020,44911.899775611,0.0015598383440813,1100.45006733696
"Peru",2010,"South America",2004.4157755747,926,46198,31073,107,29027680,45464,155,2.413,2020,45464,0.00156622919916438,926
"Peru",2011,"South America",1466.08273969513,780,53203,31241,107,29264314,NA,NA,2.413,2020,53145.2301550674,0.00181604223338594,780
"Peru",2012,"South America",1511.64684802085,928,61390,29760,101,29506790,58019,192,2.413,2020,58019,0.00196629318200997,928
"Peru",2013,"South America",2548.92968622868,1723,67597,29731,100,29773986,NA,NA,2.413,2020,63285.7397921594,0.00212553803821092,1723
"Peru",2014,"South America",2990.50874779394,2152,71961,30008,100,30090372,70276,227,2.413,2020,70276,0.00233549787952106,2152
"Peru",2015,"South America",2709.22496433476,2032,75003,29833,98,30470739,NA,NA,2.413,2020,74199.2936544098,0.00243509990533573,2032
"Peru",2016,"South America",2580.98338270973,2117,82023,29733,96,30926036,79644,251,2.413,2020,79644,0.00257530580382174,2117
"Peru",2017,"South America",2816.65520737435,2417,85811,29840,95,31444299,NA,NA,2.413,2020,85254.3062706896,0.00271128023145594,2417
"Peru",2018,"South America",3864.5934186429,3313,85727,31421,98,31989265,90934,278,2.413,2020,90934,0.00284264111726231,3313
"Suriname",2000,"South America",NA,NA,NA,89,19,470944,786,168,0.752,2014,786,0.00166898824488687,0
"Suriname",2001,"South America",NA,NA,NA,75,16,476574,NA,NA,0.752,2014,790.413264745226,0.00165853207423239,0
"Suriname",2002,"South America",NA,NA,NA,97,20,482228,NA,NA,0.752,2014,795.422544778378,0.00164947399316999,0
"Suriname",2003,"South America",NA,NA,NA,105,22,487938,NA,NA,0.752,2014,801.625192401777,0.00164288330157064,0
"Suriname",2004,"South America",NA,NA,NA,97,20,493680,NA,NA,0.752,2014,809.61855997266,0.00163996629390022,0
"Suriname",2005,"South America",NA,NA,NA,117,23,499461,820,164,0.752,2014,820,0.00164176982787445,0
"Suriname",2006,"South America",NA,NA,NA,129,26,505292,NA,NA,0.752,2014,833.642590503374,0.00164982344961601,0
"Suriname",2007,"South America",NA,NA,NA,NA,NA,511181,NA,NA,0.752,2014,852.522314882982,0.0016677503954235,0
"Suriname",2008,"South America",NA,NA,NA,108,21,517122,NA,NA,0.752,2014,878.890882049629,0.00169958130199378,0
"Suriname",2009,"South America",NA,NA,NA,178,34,523113,915,175,0.752,2014,915,0.00174914406638719,0
"Suriname",2010,"South America",NA,NA,NA,194,37,529126,NA,NA,0.752,2014,961.170539874781,0.00181652487285596,0
"Suriname",2011,"South America",NA,NA,NA,125,23,535177,1010,191,0.752,2014,1010,0.00188722609529184,0
"Suriname",2012,"South America",NA,NA,NA,128,24,541247,NA,NA,0.752,2014,1048.6172553312,0.00193740982459246,0
"Suriname",2013,"South America",NA,NA,NA,141,26,547295,1050,194,0.752,2014,1050,0.00191852657159302,0
"Suriname",2014,"South America",NA,NA,NA,146,26,553278,1000,183,0.752,2014,1000,0.00180740965662831,0
"Suriname",2015,"South America",NA,NA,NA,144,26,559136,NA,NA,0.752,2014,938.739811155419,0.0016789114118129,0
"Suriname",2016,"South America",200,2,1000,114,20,564883,NA,NA,0.752,2014,877.479616091519,0.00155338294140826,2
"Suriname",2017,"South America",400,4,1000,129,23,570501,NA,NA,0.752,2014,816.21942102762,0.00143070638093118,4
"Suriname",2018,"South America",400,4,1000,174,30,575987,NA,NA,0.752,2014,754.959225963721,0.00131072268291423,4
"Uruguay",2000,"South America",NA,NA,NA,645,19,3319734,4469,135,0.993,2020,4469,0.00134619219491682,120.168267197711
"Uruguay",2001,"South America",NA,NA,NA,689,21,3325471,NA,NA,0.993,2020,5162.13969857727,0.00155230332743159,104.626200385804
"Uruguay",2002,"South America",NA,NA,NA,536,16,3326046,5630,169,0.993,2020,5630,0.0016927005820124,89.084133573898
"Uruguay",2003,"South America",NA,NA,NA,643,19,3323661,NA,NA,0.993,2020,6002.95504906759,0.00180612735446473,73.5420667619917
"Uruguay",2004,"South America",812.552535724293,58,7138,727,22,3321486,6888,207,0.993,2020,6888,0.00207377059545035,58
"Uruguay",2005,"South America",685.322672758424,48,7004,622,19,3321799,NA,NA,0.993,2020,6789.73409835618,0.00204399305868783,48
"Uruguay",2006,"South America",790.629575402635,54,6830,557,17,3325403,6887,207,0.993,2020,6887,0.00207102718076576,54
"Uruguay",2007,"South America",724.538619275461,53,7315,607,18,3331753,NA,NA,0.993,2020,7524.68297548042,0.00225847563594313,53
"Uruguay",2008,"South America",1060.41923551171,86,8110,686,21,3340221,7665,229,0.993,2020,7665,0.00229475834084032,86
"Uruguay",2009,"South America",1154.06006674082,83,7192,704,21,3349676,NA,NA,0.993,2020,8224.39427663252,0.00245528053358967,83
"Uruguay",2010,"South America",602.338490610606,51,8467,699,21,3359273,8700,257,0.993,2020,8700,0.00258984607681483,51
"Uruguay",2011,"South America",763.03062869425,71,9305,817,24,3368926,NA,NA,0.993,2020,8872.43089643275,0.00263360812806003,71
"Uruguay",2012,"South America",836.175596875344,76,9089,808,24,3378975,9418,277,0.993,2020,9418,0.00278723577416228,76
"Uruguay",2013,"South America",784.436774395984,75,9561,881,26,3389436,NA,NA,0.993,2020,9447.20600482419,0.00278725015159578,75
"Uruguay",2014,"South America",636.09315686878,62,9747,862,25,3400439,9542,279,0.993,2020,9542,0.00280610827013806,62
"Uruguay",2015,"South America",613.765892152565,56,9124,900,26,3412013,NA,NA,0.993,2020,9953.9779467604,0.00291733294883706,56
"Uruguay",2016,"South America",528.841445499951,54,10211,879,26,3424139,10561,306,0.993,2020,10561,0.00308427899685147,54
"Uruguay",2017,"South America",754.408289401927,83,11002,933,27,3436645,NA,NA,0.993,2020,10405.4906009673,0.00302780490884783,83
"Uruguay",2018,"South America",742.17161447743,73,9836,1002,29,3449290,10243,295,0.993,2020,10243,0.0029695966416277,73
"Venezuela",2000,"South America",NA,NA,NA,6466,27,24192449,14196,58,1.539,2016,14196,0.000586794664731958,15.8572784555513
"Venezuela",2001,"South America",NA,NA,NA,6251,25,24646471,NA,NA,1.539,2016,17197.8083439323,0.000697779748830262,18.2501186486077
"Venezuela",2002,"South America",NA,NA,NA,6204,25,25100407,19368,76,1.539,2016,19368,0.000771620954194089,20.6429588416641
"Venezuela",2003,"South America",NA,NA,NA,6734,26,25551624,NA,NA,1.539,2016,20130.1515647782,0.000787822784366983,23.0357990347205
"Venezuela",2004,"South America",NA,NA,NA,6808,26,25996594,19951,76,1.539,2016,19951,0.00076744668936246,25.4286392277769
"Venezuela",2005,"South America",NA,NA,NA,6847,26,26432445,NA,NA,1.539,2016,19505.3353969543,0.000737931560888686,27.8214794208333
"Venezuela",2006,"South America",NA,NA,NA,6705,25,26850190,19257,70,1.539,2016,19257,0.000717201628740802,30.2143196138897
"Venezuela",2007,"South America",NA,NA,NA,6456,24,27247601,NA,NA,1.539,2016,20001.1318474039,0.00073405111324861,32.6071598069462
"Venezuela",2008,"South America",145.415264448045,35,24069,6408,23,27635827,24069,85,1.539,2016,24069,0.000870934674761135,35
"Venezuela",2009,"South America",NA,36,NA,6474,23,28031010,NA,NA,1.539,2016,32649.3872134316,0.00116475957211073,36
"Venezuela",2010,"South America",122.473974280465,50,40825,6451,23,28439942,40825,140,1.539,2016,40825,0.00143548112721186,50
"Venezuela",2011,"South America",NA,113,NA,6282,22,28887873,NA,NA,1.539,2016,44031.6942988693,0.00152422763347337,113
"Venezuela",2012,"South America",225.543958959844,102,45224,6495,22,29360827,45224,150,1.539,2016,45224,0.00154028358942342,102
"Venezuela",2013,"South America",NA,111,NA,6555,22,29781046,NA,NA,1.539,2016,48030.3355910903,0.0016127820221993,111
"Venezuela",2014,"South America",372.639300764789,191,51256,6392,21,30042973,51256,166,1.539,2016,51256,0.00170608947390127,191
"Venezuela",2015,"South America",412.773840206186,205,49664,7136,24,30081827,NA,NA,1.539,2016,53172.3383367703,0.00176759005816935,205
"Venezuela",2016,"South America",1074.20804559904,588,54738,8197,27,29851249,54738,173,1.539,2016,54738,0.0018336921178742,588
"Venezuela",2017,"South America",2844.13309982487,1624,57100,10647,36,29402480,57096,178,1.539,2016,57096,0.00194187701173506,1624
"Venezuela",2018,"South America",NA,NA,NA,11017,38,28887117,NA,NA,1.539,2016,59662.4703013233,0.00206536603501565,2806.48212035051
